#Symbol	HUGOID	Name	#Occur	#Paper	MatchString	PMIDs
IL6	6018	interleukin 6 (interferon, beta 2)	139	25	il 6 | interleukin 6 | 	9562310,10525172,11173059,14511332,14597108,15081582,15453089,15572176,15777251,16104843,16380619,16436205,16510725,16624536,16647138,16753239,17018025,17555556,17569578,17582695,17597167,18040778,18246426,18436268,18464925,
IL8	6025	interleukin 8	3	3	il 8 | 	15081582,16624536,17018025,
INS	6081	insulin	27	12	insulin | 	15572176,15649489,15657392,16104843,16120782,16766086,17018025,17418957,17555556,17569578,18464922,18464925,
ITGAM	6149	integrin, alpha M (complement component 3 receptor 3 subunit)	7	3	mac 1 | 	14511332,15649489,16014720,
ITGAX	6152	integrin, alpha X (complement component 3 receptor 4 subunit)	1	1	integrin alpha x | 	16737688,
JAK1	6190	Janus kinase 1 (a protein tyrosine kinase)	1	1	janus kinase 1 | 	18464925,
JAK3	6193	Janus kinase 3 (a protein tyrosine kinase, leukocyte)	1	1	janus kinase 3 | 	12060810,
JUN	6204	jun oncogene	4	2	c jun | 	15081582,15210305,
JUP	6207	junction plakoglobin	5	3	catenin | 	16104843,16766086,17569578,
KIF16B	15869	kinesin family member 16B	1	1	kinesin motor protein | 	17015226,
KLHL22	25888	kelch-like 22 (Drosophila)	1	1	kelch like | 	17191135,
KRR1	5176	KRR1, small subunit (SSU) processome component, homolog (yeast)	2	1	rip1 | 	16104843,
LDLR	6547	low density lipoprotein receptor (familial hypercholesterolemia)	3	2	low density lipoprotein receptor | 	11173059,18513389,
LGALS3	6563	lectin, galactoside-binding, soluble, 3	1	1	mac 2 | 	15571972,
LIF	6596	leukemia inhibitory factor (cholinergic differentiation factor)	1	1	leukemia inhibitory factor | 	11173059,
LOX	6664	lysyl oxidase	1	1	lysyl oxidase | 	15210305,
LPAL2	21210	lipoprotein, Lp(a)-like 2	2	2	apolipoprotein | 	9762518,17597167,
LPL	6677	lipoprotein lipase	1	1	lipoprotein lipase | 	18513389,
LTA	6709	lymphotoxin alpha (TNF superfamily, member 1)	1	1	tumor necrosis factor beta | 	18513389,
MAFK	6782	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	1	1	nuclear factor erythroid 2 | 	17191135,
MAG	6783	myelin associated glycoprotein	1	1	myelin associated glycoprotein | 	14556941,
MAP2	6839	microtubule-associated protein 2	1	1	microtubule associated protein 2 | 	17418957,
MAPK10	6872	mitogen-activated protein kinase 10	1	1	map kinase | 	16647138,
MAPK14	6876	mitogen-activated protein kinase 14	6	5	p38 mitogen activated protein kinase | p38 map kinase | 	12060810,15572176,17582695,18312546,18464925,
MAPK6	6879	mitogen-activated protein kinase 6	2	1	extracellular signal regulated kinase | 	16104843,
MAPT	6893	microtubule-associated protein tau	8	4	microtubule associated protein tau | tau protein | 	11173059,14739060,15210305,17191135,
MBP	6925	myelin basic protein	6	6	myelin basic protein | 	14556941,15453089,16753239,18246426,18464925,18539342,
MKI67	7107	antigen identified by monoclonal antibody Ki-67	1	1	ki 67 | 	17569578,
MMP2	7166	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	1	1	matrix metalloproteinase 2 | 	17569578,
MMP3	7173	matrix metallopeptidase 3 (stromelysin 1, progelatinase)	1	1	mmp3 | 	18513389,
MMP9	7176	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	6	4	matrix metalloproteinase 9 | mmp 9 | mmp9 | 	16104843,17569578,18040778,18464922,
MOG	7197	myelin oligodendrocyte glycoprotein	3	2	myelin oligodendrocyte glycoprotein | 	14556941,17569578,
MPO	7218	myeloperoxidase	2	1	myeloperoxidase | 	16014720,
MSTN	4223	myostatin	3	2	myostatin | growth differentiation factor 8 | 	17015226,17240849,
MT3	7408	metallothionein 3	2	1	metallothionein 3 | 	12417341,
MTHFR	7436	5,10-methylenetetrahydrofolate reductase (NADPH)	1	1	methylenetetrahydrofolate reductase | 	18513389,
MYH7	7577	myosin, heavy chain 7, cardiac muscle, beta	3	2	myosin heavy chain | 	15657392,16877542,
MYOG	7612	myogenin (myogenic factor 4)	2	1	myogenin | 	15657392,
MYST2	17016	MYST histone acetyltransferase 2	1	1	histone acetyltransferase | 	16766086,
NAIP	7634	NLR family, apoptosis inhibitory protein	1	1	neuronal apoptosis inhibitory protein | 	15210305,
NAPEPLD	21683	N-acyl phosphatidylethanolamine phospholipase D	5	1	nape pld | 	17350694,
NCF2	7661	neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2)	3	3	p67 phox | chronic granulomatous disease | 	16877542,17853944,18598679,
NCOR1	7672	nuclear receptor co-repressor 1	2	2	n cor | 	17569578,18464922,
NEFL	7739	neurofilament, light polypeptide 68kDa	9	3	nf l | neurofilament light | 	10525172,11173059,17015226,
NEFM	7734	neurofilament, medium polypeptide 150kDa	3	1	nf m | 	17015226,
NES	7756	nestin	1	1	nestin | 	17015226,
NFE2L2	7782	nuclear factor (erythroid-derived 2)-like 2	2	1	nf e2 | 	17191135,
NFKB1	7794	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)	6	5	nf kappa b | nuclear factor kappa b | 	14511332,15210305,15649489,17008387,18464922,
NFKBIA	7797	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	1	ikappabalpha | 	18312546,
NGF	7808	nerve growth factor (beta polypeptide)	9	8	nerve growth factor | 	9086508,11173059,15081582,15572176,16624536,16766086,17896980,18464925,
NGFR	7809	nerve growth factor receptor (TNFR superfamily, member 16)	1	1	low affinity nerve growth factor receptor | 	17018025,
NKRF	19374	NFKB repressing factor	1	1	transcription factor nrf | 	17191135,
NOS1	7872	nitric oxide synthase 1 (neuronal)	2	2	neuronal nitric oxide synthase | 	16510725,17555556,
NOS2A	7873	nitric oxide synthase 2A (inducible, hepatocytes)	28	26	nitric oxide synthase | 	10525172,11173059,12076984,15081582,15571972,15572176,15649489,15799549,16014720,16120782,16179515,16436205,16624536,16637591,16647138,16766086,17018025,17034351,17191135,17350694,17555556,18246426,18436268,18464922,18464925,18539342,
NOS3	7876	nitric oxide synthase 3 (endothelial cell)	5	3	endothelial nitric oxide synthase | 	16647138,18422522,18513389,
NOX1	7889	NADPH oxidase 1	1	1	nadph oxidase 1 | 	17853944,
NOX5	14874	NADPH oxidase, EF-hand calcium binding domain 5	75	6	nadph oxidase | 	10525172,16014720,16877542,17018025,17853944,18598679,
NPC1	7897	Niemann-Pick disease, type C1	2	2	niemann pick disease | 	18414597,18751914,
NPPA	7939	natriuretic peptide precursor A	1	1	atrial natriuretic peptide | 	18513389,
NR3C1	7978	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	1	1	glucocorticoid receptor | 	16647138,
NRF1	7996	nuclear respiratory factor 1	1	1	nuclear respiratory factor 1 | 	18464922,
NRP1	8004	neuropilin 1	1	1	neuropilin 1 | 	16104843,
NRP2	8005	neuropilin 2	1	1	neuropilin 2 | 	16104843,
NTF3	8023	neurotrophin 3	1	1	neurotrophin 3 | 	11173059,
NTF4	8024	neurotrophin 4	3	2	neurotrophin 4 | nt 4/5 | 	11173059,15572176,
OCLN	8104	occludin	1	1	occludin | 	16104843,
OPRD1	8153	opioid receptor, delta 1	1	1	opioid receptor | 	12076984,
ORM2	8499	orosomucoid 2	1	1	alpha 1 acid glycoprotein | 	3772394,
P4HA1	8546	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide I	1	1	prolyl 4 hydroxylase | 	16104843,
P4HB	8548	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide	1	1	protein disulfide isomerase | 	17678953,
PARK2	8607	Parkinson disease (autosomal recessive, juvenile) 2, parkin	2	2	e3 ubiquitin ligase | 	16104843,17678953,
PARP1	270	poly (ADP-ribose) polymerase family, member 1	1	1	poly adp ribose polymerase | 	18436268,
PDGFB	8800	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	1	1	platelet derived growth factor | 	16104843,
PGF	8893	placental growth factor	8	1	placenta growth factor | plgf 2 | 	16104843,
PIK3CA	8975	phosphoinositide-3-kinase, catalytic, alpha polypeptide	8	4	phosphatidylinositol 3 kinase | pi3 kinase | 	16624536,16647138,16753239,17350694,
PLA2G4A	9035	phospholipase A2, group IVA (cytosolic, calcium-dependent)	1	1	cytosolic phospholipase a2 | 	10417811,
PLA2G7	9040	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	2	1	platelet activating factor acetylhydrolase | 	16647138,
PLCB1	15917	phospholipase C, beta 1 (phosphoinositide-specific)	3	2	phospholipase c | 	16104843,16647138,
PLG	9071	plasminogen	1	1	plasminogen | 	16624536,
PLXNB1	9103	plexin B1	1	1	semaphorin receptor | 	16104843,
PLXNC1	9106	plexin C1	1	1	plexin | 	16104843,
PON1	9204	paraoxonase 1	3	1	paraoxonase | paraoxonase 1 | 	18513389,
PON2	9205	paraoxonase 2	1	1	paraoxonase 2 | 	18513389,
PPARG	9236	peroxisome proliferator-activated receptor gamma	28	7	peroxisome proliferator activated receptor gamma | ppar gamma | 	15081582,15649489,16120782,16766086,17805244,18312546,18513389,
PPARGC1A	9237	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha	38	1	pgc 1 | 	18464922,
PRKAA1	9376	protein kinase, AMP-activated, alpha 1 catalytic subunit	1	1	amp activated protein kinase | 	18464922,
PRKAR1A	9388	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	1	1	camp dependent protein kinase | 	16647138,
PRKAR2A	9391	protein kinase, cAMP-dependent, regulatory, type II, alpha	1	1	protein kinase a | 	16647138,
PRKCA	9393	protein kinase C, alpha	6	3	protein kinase c | 	14739060,16104843,16647138,
PRNP	9449	prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)	4	3	prion protein prp | 	15210305,15453089,16647138,
PRPH	9461	peripherin	7	5	peripherin | 	14739060,16624536,17015226,17418957,18513389,
PSEN1	9508	presenilin 1 (Alzheimer disease 3)	6	5	presenilin 1 | 	11173059,14739060,15210305,17306794,17555556,
PSEN2	9509	presenilin 2 (Alzheimer disease 4)	2	2	presenilin 2 | 	11173059,14739060,
PTGFR	9600	prostaglandin F receptor (FP)	11	2	prostaglandin receptor | 	17574754,17901552,
PTGS2	9605	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	589	25	cox 2 | hcox 2 | cox2 | 	11220737,12362410,14511332,14720207,15081582,15210305,15453089,15572176,15691215,15799549,15804265,16101543,16120782,16380619,16624536,16647138,16753239,16766086,17015226,17569578,17574754,17901552,18040778,18464922,18464925,
PVALB	9704	parvalbumin	3	1	parvalbumin | 	11173059,
PXMP3	9717	peroxisomal membrane protein 3, 35kDa (Zellweger syndrome)	1	1	paf 1 | 	16647138,
PXN	9718	paxillin	1	1	paxillin | 	16104843,
RBP1	9919	retinol binding protein 1, cellular	1	1	retinol binding protein1 | 	15210305,
RNF123	21148	ring finger protein 123	2	2	ubiquitin ligase | 	12417341,14739060,
RPS27A	10417	ribosomal protein S27a	22	11	ubiquitin | 	11173059,12417341,14511332,14739060,17008387,17015226,17191135,17306794,17569578,18397603,18464922,
RPS6KB1	10436	ribosomal protein S6 kinase, 70kDa, polypeptide 1	1	1	p70 s6k | 	16104843,
RRM1	10451	ribonucleotide reductase M1	2	1	ribonucleotide reductase | 	17191135,
RXRA	10477	retinoid X receptor, alpha	3	3	retinoid x receptor | 	16753239,18464922,18464925,
SEMA6B	10739	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B	1	1	semaphorin 6b | 	17569578,
